station id,station name,station latitude,station longitude
168,W 18 St & 6 Ave,40.73971301,-73.99456405
450,W 49 St & 8 Ave,40.76227205,-73.98788205
312,Allen St & E Houston St,40.722055,-73.989111
382,University Pl & E 14 St,40.73492695,-73.99200509
352,W 56 St & 6 Ave,40.76340613,-73.97722479
212,W 16 St & The High Line,40.74334935,-74.00681753
388,W 26 St & 10 Ave,40.749717753,-74.002950346
492,W 33 St & 7 Ave,40.75019995,-73.99093085
387,Centre St & Chambers St,40.71273266,-74.0046073
285,Broadway & E 14 St,40.73454567,-73.99074142
476,E 31 St & 3 Ave,40.74394314,-73.97966069
263,Elizabeth St & Hester St,40.717290000000006,-73.996375
79,Franklin St & W Broadway,40.71911552,-74.00666661
379,W 31 St & 7 Ave,40.749156,-73.9916
368,Carmine St & 6 Ave,40.73038599,-74.00214988
336,Sullivan St & Washington Sq,40.73047747,-73.99906065
426,West St & Chambers St,40.71754834,-74.01322069
281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465
229,Great Jones St,40.72743423,-73.99379025
439,E 4 St & 2 Ave,40.726280700000004,-73.98978041
347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001
293,Lafayette St & E 8 St,40.73028666,-73.9907647
329,Greenwich St & N Moore St,40.72043411,-74.01020609
3002,South End Ave & Liberty St,40.711512,-74.01575600000001
335,Washington Pl & Broadway,40.72903917,-73.99404649
502,Henry St & Grand St,40.714215,-73.981346
261,Johnson St & Gold St,40.69474881,-73.98362464
497,E 17 St & Broadway,40.73704984,-73.99009296
491,E 24 St & Park Ave S,40.74096374,-73.98602213
251,Mott St & Prince St,40.72317958,-73.99480012
445,E 10 St & Avenue A,40.72740794,-73.98142006
444,Broadway & W 24 St,40.742354299999995,-73.98915076
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231
252,MacDougal St & Washington Sq,40.73226398,-73.99852205
428,E 3 St & 1 Ave,40.72467721,-73.98783413
395,Bond St & Schermerhorn St,40.68807003,-73.98410637
515,W 43 St & 10 Ave,40.76009437,-73.99461843
237,E 11 St & 2 Ave,40.73047309,-73.98672378
459,W 20 St & 11 Ave,40.746745000000004,-74.007756
280,E 10 St & 5 Ave,40.73331967,-73.99510132
393,E 5 St & Avenue C,40.72299208,-73.97995466
268,Howard St & Centre St,40.71910537,-73.99973337
2022,E 60 St & York Ave,40.759107,-73.959223
350,Clinton St & Grand St,40.71559509,-73.9870295
453,W 22 St & 8 Ave,40.74475148,-73.99915362
303,Mercer St & Spring St,40.72362738,-73.99949601
2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803
529,W 42 St & 8 Ave,40.75756989999999,-73.99098507
410,Suffolk St & Stanton St,40.72066442,-73.98517977
217,Old Fulton St,40.70277159,-73.99383605
2008,Little West St & 1 Pl,40.70569254,-74.01677685
490,8 Ave & W 33 St,40.751551,-73.993934
116,W 17 St & 8 Ave,40.74177603,-74.00149746
385,E 55 St & 2 Ave,40.75797322,-73.96603308
532,S 5 Pl & S 4 St,40.710451,-73.960876
499,Broadway & W 60 St,40.76915505,-73.98191841
349,Rivington St & Ridge St,40.71850211,-73.98329859
527,E 33 St & 2 Ave,40.744023,-73.976056
